Ticker,Company_Name,Currency,Data_Date,Industry,Sector,Country,Total_ESG_Score,Environmental_Score,Social_Score,Governance_Score,ESG_Performance,Highest_Controversy,Stock_Price,Current_Price,Market_Cap,PE_Ratio,PB_Ratio,Annual_Return_Pct,Revenue,Net_Income,Operating_Margin_Pct,Gross_Margin_Pct,ROE_Pct,ROA_Pct,Profit_Margin_Pct,EBITDA_Margin_Pct,EPS,Beta,Debt_to_Equity,Current_Ratio,Operating_Cash_Flow,Revenue_Growth_Pct,Status
SCMN.SW,Swisscom AG,CHF,12/31/24,Telecom Services,Communication Services,Switzerland,17.16,3.34,8.95,4.87,LAG_PERF,2,489.47,591,30614949888,22.96,2.64,4.16,13036000256,1332000000,11.58,53.9,11.48,3.64,10.22,30.45,25.74,0.279,147.45,0.74,4860000256,-0.33,Success
SGSN.SW,SGS SA,CHF,12/31/24,Consulting Services,Industrials,Switzerland,14.52,0.1,11.83,2.6,LAG_PERF,2,89.77,86.84,16809238528,27.31,26.22,-9.82,6880999936,628000000,13.33,43.95,94.41,8.54,9.13,17.9,3.18,0.59,610.5,1.13,1248999936,2.6,Success
KURN.SW,Kuros Biosciences AG,CHF,12/31/24,Medical Devices,Healthcare,Switzerland,,,,,,,23.45,32.4,1250314496,,17.02,37.64,103351000,-5898000,5.52,88.71,-8.62,2.57,-5.87,5.64,-0.15,0.602,2.34,2.25,820000,125.11,Success
OERL.SW,Error,,12/31/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error: type str doesn't define __round__ method
GEBN.SW,Geberit AG,CHF,12/31/24,Building Products & Equipment,Industrials,Switzerland,15.33,7.35,3.19,4.79,LAG_PERF,0,491.12,599.8,19770816512,33.87,16.55,14.31,3112600064,585400000,26.93,73.26,49.39,13.65,18.81,29.08,17.71,0.926,114.94,1.3,866400000,0.05,Success
AMS.SW,ams-OSRAM AG,CHF,12/31/24,Semiconductors,Technology,Austria,17.61,9.36,5.55,2.7,LAG_PERF,0,6.32,10.74,1069422400,,1.08,8.78,3358000128,-116000000,8.52,28.47,-10.35,1.93,-3.45,-0.18,-1.08,1.449,265,1.04,359000000,-4.51,Success
BEAN.SW,BELIMO Holding AG,CHF,12/31/24,Building Products & Equipment,Industrials,Switzerland,27.86,11.32,8.79,7.75,AVG_PERF,0,606.24,797.5,9809154048,57.46,18.08,39.98,1031838016,170800992,22.81,61.63,32.4,18.85,16.55,23.73,13.88,0.978,4.75,2.38,202675008,9.91,Success
BUCN.SW,Bucher Industries AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,26.1,12.42,8.67,5.01,AVG_PERF,0,315.03,372,3803113984,16.87,2.11,2.17,2968800000,225500000,11.58,50.17,12.34,6.17,7.6,12.5,22.05,0.955,2.44,2.36,413500000,-11.73,Success
RIEN.SW,Rieter Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,26.72,,,,AVG_PERF,1,88.3,3.375,129469264,,0.04,-96.56,774300032,-11300000,-5.38,28.97,-3,-0.05,-1.46,5.51,-0.29,1.166,110.83,1,-20600000,-39.44,Success
ALLN.SW,Allreal Holding AG,CHF,12/31/24,Real Estate Services,Real Estate,Switzerland,19.32,4.08,7.22,8.02,LAG_PERF,0,161.48,186.4,3078292736,11.79,1.16,16.5,427600000,261000000,44.14,55.33,10.16,1.95,61.04,43.36,15.81,0.443,104.56,0.8,101100000,-1.94,Success
FHZN.SW,Flughafen Zürich AG,CHF,12/31/24,Airports & Air Services,Industrials,Switzerland,21.43,4.77,9.92,6.74,AVG_PERF,0,213.17,238.4,7318886912,21.79,2.48,16.68,1335900032,336200000,32.64,64.63,11.63,5.43,25.17,55.23,10.94,0.817,56.21,1.91,673500032,7.29,Success
KOMN.SW,Komax Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,26.22,,,,AVG_PERF,0,115.2,62.3,319211296,,1.23,-45.49,582446976,-10331000,2.22,59.9,-2.43,1.01,-1.77,4.23,-1.8,0.572,49.15,2.78,42516000,-17.37,Success
IFCN.SW,INFICON Holding AG,CHF,12/31/24,Scientific & Technical Instruments,Technology,Switzerland,15.6,6.92,3.79,4.89,LAG_PERF,0,104.71,96.8,2366059264,28.39,6.16,-9.89,675483008,103874000,17.56,46.52,29.23,14.58,15.38,21.64,3.41,1.21,26.84,2.16,111787000,-0.41,Success
MOBN.SW,Mobimo Holding AG,CHF,12/31/24,Real Estate Services,Real Estate,Switzerland,13.46,,,,LAG_PERF,0,286.94,330.5,2460054528,14.16,1.22,19.68,306152992,169338000,45.91,60.66,8.87,2.24,55.31,47.06,23.34,0.396,90.94,0.78,96317000,9.37,Success
ASCN.SW,Ascom Holding AG,CHF,12/31/24,Health Information Services,Healthcare,Switzerland,,,,,,,4.08,3.72,133618176,46.5,1.89,-27.7,284600000,3000000,3.57,46.84,4.12,2.75,1.05,5.41,0.08,1.065,,1.56,29900000,-3.57,Success
DOKA.SW,dormakaba Holding AG,CHF,12/31/24,Building Products & Equipment,Industrials,Switzerland,20.91,,,,AVG_PERF,0,650,675,2807117824,29.12,10.13,5.95,2870099968,97900000,11.98,40.95,50.56,9.77,3.41,13.92,23.18,0.94,199.45,1.46,264500000,1.16,Success
TECN.SW,Tecan Group AG,CHF,12/31/24,Medical Instruments & Supplies,Healthcare,Switzerland,11.78,1.41,4.72,5.65,LAG_PERF,0,218.94,145.2,1844054400,29.33,1.44,-39.71,906595968,63127000,5.27,35.19,4.7,2.06,6.96,11.53,4.95,0.967,25.12,1.61,165078000,-13.04,Success
BOSN.SW,Bossard Holding AG,CHF,12/31/24,Industrial Distribution,Industrials,Switzerland,18.82,,,,LAG_PERF,0,182.89,168,1294768640,20.07,3.39,-19.06,1024904000,68443000,10.13,32.76,19.01,6.97,6.68,11.43,8.37,1.063,111.83,2.71,95242000,-7.72,Success
VONN.SW,Vontobel Holding AG,CHF,12/31/24,Asset Management,Financial Services,Switzerland,13.72,,,,LAG_PERF,2,62.13,58.5,3294424576,13.3,1.47,4.88,1383000064,251300000,21.49,0,11.43,0.73,18.17,,4.4,0.816,,,213600000,8.42,Success
EMMN.SW,Emmi AG,CHF,12/31/24,Packaged Foods,Consumer Defensive,Switzerland,35.67,17.02,12.06,6.59,LEAD_PERF,0,718.47,736,3937460224,18.47,4.1,-15.22,4604054016,213147008,6.4,38.87,18.03,6.29,4.63,9.8,39.84,0.386,121.03,1.97,395574016,2.51,Success
EMSN.SW,EMS-CHEMIE HOLDING AG,CHF,12/31/24,Specialty Chemicals,Basic Materials,Switzerland,32.57,15.32,9.23,8.03,LEAD_PERF,1,603.21,564,13191411712,28.56,6.36,-17.85,2023602048,461838016,29.05,47.08,22.61,13.92,22.82,29.25,19.75,0.677,1.18,6.75,478855008,-5.4,Success
EVE.SW,EvoNext Holdings SA,CHF,12/31/24,Biotechnology,Healthcare,Switzerland,46.48,,,,LEAD_PERF,0,1.16,0.818,5899049,,0.95,-4.01,,-850900,0,0,-12.78,-7.39,0,,-0.12,-0.116,,8.34,-1028700,-100,Success
IMPN.SW,Implenia AG,CHF,12/31/24,Engineering & Construction,Industrials,Switzerland,28.07,11.35,12.6,4.12,AVG_PERF,0,30.1,64.6,1190372224,12.01,1.81,102.79,3673862912,99173000,1.82,43.41,15.88,1.93,2.7,4.8,5.38,0.719,142.03,1.06,76927000,-1.03,Success
SCHN.SW,Schindler Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,25.07,9.86,8.84,6.36,AVG_PERF,1,241.18,284,31059884032,31,6.21,13.29,11130000384,987000000,12.56,73.28,22.3,7.14,8.87,13.36,9.16,0.717,14.87,1.39,1622000000,-2.24,Success
DAE.SW,Dätwyler Holding AG,CHF,12/31/24,Industrial Distribution,Industrials,Switzerland,21.8,,,,AVG_PERF,0,132.28,141.8,2410599936,79.22,7.29,-5.7,1098200064,30400000,12.24,21.94,8.55,6.59,2.77,17.3,1.79,1.121,166.21,3.02,175700000,-3.8,Success
KARN.SW,Kardex Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,27.41,,,,AVG_PERF,0,282.48,286.5,2209810432,30.25,8.42,4.86,837200000,78700000,11.76,34.81,31.17,13.73,9.4,13.15,9.47,1.289,,1.69,73000000,12.56,Success
ARBN.SW,Arbonia AG,CHF,12/31/24,Building Products & Equipment,Industrials,Switzerland,30.79,,,,LEAD_PERF,0,5.45,5.25,364413120,,0.49,-57.35,600928000,-22621000,0.36,61.2,-2.59,-1.45,19.95,2.13,-0.32,1.075,20.97,0.9,13168000,10.25,Success
ZEHN.SW,Zehnder Group AG,CHF,12/31/24,Building Products & Equipment,Industrials,Switzerland,22.81,,,,AVG_PERF,0,43.3,69,767938368,46,3.26,34.16,746300032,18100000,8.51,64.81,4.81,7.51,2.42,11.16,1.5,1.288,23.48,1.76,69200000,-7.39,Success
COPN.SW,Cosmo Pharmaceuticals N.V.,CHF,12/31/24,Drug Manufacturers - General,Healthcare,Ireland,29.37,5.59,15.38,8.4,AVG_PERF,0,62.31,64.2,1023278912,19.34,2.22,-10.99,182271008,59991000,-2.73,73.79,12.34,6.88,32.91,44.14,3.32,1.278,0.58,3.84,73503000,187.55,Success
BION.SW,BB Biotech AG,CHF,12/31/24,Biotechnology,Healthcare,Switzerland,30.75,,,,UNDER_PERF,,34.32,37.65,2056640640,,1.12,3.75,-80803000,-438687008,-1541.06,0,-20.75,-2.97,0,,-8.02,0.787,,758.29,435732000,141.25,Success
SIKA.SW,Sika AG,CHF,12/31/24,Specialty Chemicals,Basic Materials,Switzerland,21.79,12.14,5.53,4.13,AVG_PERF,2,213.76,174,27917344768,22.8,4.52,-30.76,11604700160,1223399936,14.08,54.52,19.42,6.75,10.54,18.24,7.63,0.978,100.47,1.66,1546200064,4.67,Success
SPSN.SW,Swiss Prime Site AG,CHF,12/31/24,Real Estate - Diversified,Real Estate,Switzerland,11.68,3.91,3.37,4.4,LAG_PERF,0,97.82,112.7,9042244608,24.5,1.32,17.6,629001984,359768992,71.91,82.81,5.4,1.86,57.2,66.85,4.6,0.458,82.95,0.2,359231008,0.89,Success
BARN.SW,Barry Callebaut AG,CHF,12/31/24,Confectioners,Consumer Defensive,Switzerland,30.83,14.51,12.39,3.93,LEAD_PERF,2,1131,1194,6543852032,45.54,2.4,-23.21,13030347776,143911008,3.53,10.55,5.15,3.94,1.1,8.05,26.22,0.213,283.86,1.45,-3061947904,22.62,Success
LISN.SW,Chocoladefabriken Lindt & Sprüngli AG,CHF,12/31/24,Confectioners,Consumer Defensive,Switzerland,20.21,10.44,6.02,3.76,AVG_PERF,2,97134.13,130600,30221623296,47.25,6.32,22.2,5700599808,643200000,10.94,64.86,14.15,6.61,11.28,18.6,2764.1,0.464,35.59,1.71,781900032,5.14,Success
HELN.SW,Helvetia Holding AG,CHF,12/31/24,Insurance - Diversified,Financial Services,Switzerland,22.46,1.61,10.67,10.18,AVG_PERF,0,149.59,194,10262498304,19.02,2.94,28.23,9663899648,539418752,9.45,19.61,13.4,0.98,5.65,11.03,10.2,0.678,56.9,8.27,619699968,7.06,Success
PSPN.SW,PSP Swiss Property AG,CHF,12/31/24,Real Estate Services,Real Estate,Switzerland,14.02,4.02,3.27,6.73,LAG_PERF,0,127.56,138.1,6334355968,15.33,1.17,9.32,350512992,412960000,84.47,93.32,7.77,1.89,117.82,85.84,9.01,0.406,65.31,0.41,226574000,-0.05,Success
PGHN.SW,Partners Group Holding AG,CHF,12/31/24,Asset Management,Financial Services,Switzerland,21.75,1.14,11.55,9.06,AVG_PERF,2,1280.57,956.6,24812544000,20.85,14.78,-22.3,2321799936,1197900032,59.84,68.4,63.76,15.9,51.59,61.5,45.89,1.185,181.12,1.5,767400000,8.71,Success
SCHP.SW,Schindler Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,25.07,9.86,8.84,6.36,AVG_PERF,1,244.99,297.4,31015358464,32.47,6.51,15.15,11130000384,987000000,12.56,73.28,22.3,7.14,8.87,13.36,9.16,0.717,14.87,1.39,1622000000,-2.24,Success
KNIN.SW,Kuehne + Nagel International AG,CHF,12/31/24,Integrated Freight & Logistics,Industrials,Switzerland,18.33,3.92,9.08,5.33,LAG_PERF,0,193.89,152.8,18142054400,15.79,9.45,-31.88,25727000576,1151000064,5.56,34.29,53.38,8.8,4.47,7.22,9.68,0.763,173.95,0.86,1724999936,4,Success
SUN.SW,Sulzer Ltd,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,29.37,13.52,10.24,5.62,AVG_PERF,2,132.79,127.4,4297534464,15.94,3.8,-6.4,3575200000,272800000,11.34,33.44,24.12,5.6,7.63,13.73,7.99,1.291,101,1.23,305600000,7.58,Success
ARYN.SW,ARYZTA AG,CHF,12/31/24,Packaged Foods,Consumer Defensive,Switzerland,27.12,,,,AVG_PERF,1,64.8,51.25,1267570816,13.11,2.56,-23.89,2225700096,105000000,7.58,20.85,19.41,6.15,5.42,11.15,3.91,1.051,162.78,0.65,260700000,3.36,Success
DKSH.SW,DKSH Holding AG,CHF,12/31/24,Consulting Services,Industrials,Switzerland,13.35,2.62,7.76,2.97,LAG_PERF,0,66.26,55,3573448960,18.33,2.17,-13.73,11189600256,195400000,3.01,8.15,11.64,3.87,1.75,3.47,3,0.402,43.14,1.34,322500000,0.25,Success
GF.SW,Georg Fischer AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,22.4,7.25,10.5,4.65,AVG_PERF,2,66.76,57.35,4699315712,19.38,26.44,4.42,3740000000,242000000,12.11,41.31,163.7,6.7,7.41,15.72,2.96,1.162,899.13,1.47,371000000,23.99,Success
SOON.SW,Sonova Holding AG,CHF,12/31/24,Medical Devices,Healthcare,Switzerland,14.27,1.97,7.96,4.34,LAG_PERF,1,293.79,215.9,12869363712,23.86,4.83,-32.38,3865400064,540499968,22.32,72.43,21.13,8,13.98,22.82,9.05,1.052,65.58,1.27,793699968,6.58,Success
VATN.SW,Valiant Holding AG,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,28.33,,,,AVG_PERF,0,103.46,127,2005642496,13.15,0.75,26.13,549249024,152503008,36.78,0,5.8,0.41,27.77,,9.66,0.299,,,,0.19,Success
GAM.SW,GAM Holding AG,CHF,12/31/24,Asset Management,Financial Services,Switzerland,,,,,,,0.09,0.1535,165473264,,2.4,-11.29,62500000,-72500000,-124.51,-9.6,-134.01,-22.25,-116,-98.4,-0.14,1.711,52.03,2.3,-67500000,-58.27,Success
LMN.SW,lastminute.com N.V.,CHF,12/31/24,Travel Services,Consumer Cyclical,Netherlands,,,,,,,16.08,14.4,152750528,12.31,2.94,-19.07,332203008,13457000,4.3,76.3,27.38,2.42,4.05,8.21,1.17,1.816,89.42,0.66,12575000,-1.47,Success
MOLN.SW,Molecular Partners AG,CHF,12/31/24,Biotechnology,Healthcare,Switzerland,,,,,,,4.64,2.82,105446440,,0.99,-35.96,681000,-64803000,-8843.47,0,-49.42,-25.53,0,-8713.51,-1.79,0.428,1.72,9.35,-56657000,-29.38,Success
LISP.SW,Chocoladefabriken Lindt & Sprüngli AG,CHF,12/31/24,Confectioners,Consumer Defensive,Switzerland,,,,,,,9713.18,13270,30337050624,47.88,0.64,21.99,5700599808,643200000,10.94,64.86,14.15,6.61,11.28,18.6,277.13,0.464,35.59,1.71,781900032,5.14,Success
UHRN.SW,The Swatch Group AG,CHF,12/31/24,Luxury Goods,Consumer Cyclical,Switzerland,,,,,,,29.67,34.56,8882024448,144,0.15,3.82,6349000192,60000000,2.22,82.55,0.75,0.77,0.95,8.6,0.24,0.83,1.6,8.41,423000000,-14.62,Success
UBSG.SW,UBS Group AG,CHF,12/31/24,Banks - Diversified,Financial Services,Switzerland,14.2,0.39,8.97,4.85,LAG_PERF,4,29.2,30.16,95582347264,19.97,1.07,9.94,47011000320,6281999872,26.91,0,7.26,0.39,13.36,,1.51,0.916,,,19434000384,16.69,Success
SFSN.SW,SFS Group AG,CHF,12/31/24,Tools & Accessories,Industrials,Switzerland,33.14,13.2,11.21,8.74,LEAD_PERF,0,116.74,106.6,4143072000,17.56,2.79,-15.81,3053600000,236000000,10.46,58.21,16.02,8.09,7.73,14.91,6.07,0.881,32.32,2.79,394900000,-1.3,Success
BELL.SW,Bell Food Group AG,CHF,12/31/24,Packaged Foods,Consumer Defensive,Switzerland,35.4,,,,LEAD_PERF,0,264.15,237,1486335488,11.99,0.93,-10.67,4814900224,124100000,2.75,34.66,7.93,3.33,2.58,7.19,19.77,0.343,65.38,1.95,283800000,4.74,Success
ADVN.SW,Adval Tech Holding AG,CHF,12/31/24,Metal Fabrication,Industrials,Switzerland,,,,,,,79,40.2,29346000,,0.29,-49.75,154919008,-9213000,-2.76,43.9,-8.58,-1.7,-5.95,1.17,-12.61,0.047,6.59,2.31,-525000,-2.48,Success
ADXN.SW,Addex Therapeutics Ltd,CHF,12/31/24,Biotechnology,Healthcare,Switzerland,,,,,,,0.06,0.0572,6363378,,0.88,-19.14,167285,-6149178,-2014.84,-294.77,-61.91,-13.55,0,-1390.07,-0.06,1.775,0.53,2.31,-1440687,-74.95,Success
AEVS.SW,Aevis Victoria SA,CHF,12/31/24,Medical Care Facilities,Healthcare,Switzerland,,,,,,,14.2,13.3,1122710656,443.33,2.09,-6.12,955955008,2087000,1.65,25.12,-0.7,-0.92,0.22,3.59,0.03,-0.136,162.61,0.79,71566000,6.04,Success
AIRE.SW,Airesis SA,CHF,12/31/24,Leisure,Consumer Cyclical,Switzerland,,,,,,,0.05,0.021,1300799,,-0.03,-82.14,137636000,-34223000,-21.31,49.49,,-12.84,-24.87,-19.36,-0.55,0.608,,0.68,-7723000,-19.17,Success
ALSN.SW,ALSO Holding AG,CHF,12/31/24,Electronics & Computer Distribution,Technology,Switzerland,9.39,,,,LAG_PERF,0,224.03,231,2830248192,26.49,2.45,-9.02,11152930816,116360000,1.57,6.89,10.47,3.37,1.04,2.11,8.72,0.878,31.63,1.15,-30429000,-4.56,Success
APGN.SW,APG|SGA SA,CHF,12/31/24,Advertising Agencies,Communication Services,Switzerland,,,,,,,193.54,208,623384320,20.39,10.68,5.45,326688992,30558000,9.79,22.93,49.96,13.38,9.35,13,10.2,0.545,,0.92,35373000,0.4,Success
AUTN.SW,Autoneum Holding AG,CHF,12/31/24,Auto Parts,Consumer Cyclical,Switzerland,13.16,,,,LAG_PERF,0,118.12,155.4,900122624,16.76,1.94,34.95,2297999872,53800000,4.29,53.24,12.77,3.04,2.34,7.47,9.27,1.972,101.8,1.1,190700000,1.58,Success
BANB.SW,Bachem Holding AG,CHF,12/31/24,Chemicals,Basic Materials,Switzerland,19.77,1.52,11.2,7.05,LAG_PERF,0,58.02,55,4123786496,30.73,3.02,-19.19,677932992,134192000,21.38,31.23,10.07,5.66,19.79,29.46,1.79,0.835,4.47,2.44,143920992,4.84,Success
BBN.SW,Bellevue Group AG,CHF,12/31/24,Asset Management,Financial Services,Switzerland,,,,,,,13.1,9.1,120779520,65,1.07,-43.21,58839000,1914000,2.31,100,1.67,1.34,3.25,,0.14,0.964,16.5,3.25,18938000,-15.79,Success
BCGE.SW,Banque Cantonale de Genève SA,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,22.99,,,,AVG_PERF,2,25.72,25.1,1787438336,9.16,0.76,-3.08,537075968,197176992,42.12,0,8.5,0.6,36.71,,2.74,-0.022,,,,-0.52,Success
BCHN.SW,Burckhardt Compression Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,23.13,,,,AVG_PERF,0,662.26,563,1902451328,18.03,5.6,-10.59,1095600000,105585000,14.35,27.96,33.19,8.2,9.64,15.89,31.23,0.913,47.87,1.5,212808992,12.63,Success
BCJ.SW,Banque Cantonale du Jura SA,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,35.71,,,,LEAD_PERF,0,55.86,63,188577968,15.59,0.58,13.27,68515000,12113000,31.27,0,3.76,0.27,17.68,,4.04,0.169,,,,5.14,Success
BEKN.SW,Berner Kantonalbank AG,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,27.41,,,,AVG_PERF,0,228.16,258,2386897152,13.51,0.8,9.36,555790976,181704000,38.07,0,6.16,0.45,32.69,,19.1,0.133,,,,4.97,Success
BKW.SW,BKW AG,CHF,12/31/24,Utilities - Renewable,Utilities,Switzerland,37.35,15.4,16.75,5.2,LEAD_PERF,0,152.51,180.3,9512807424,20.68,1.84,15.81,4552099840,459300000,13.38,49.75,8.95,3.59,10.09,19.12,8.72,0.242,33.64,1.38,730099968,6.44,Success
BLKB.SW,Basellandschaftliche Kantonalbank,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,28.3,,,,AVG_PERF,0,839.43,934,526085760,7.24,0.68,10.61,487246016,201028000,41.6,0,6.59,0.54,41.26,,129.07,0.021,,,,3.85,Success
BRKN.SW,Burkhalter Holding AG,CHF,12/31/24,Engineering & Construction,Industrials,Switzerland,35.91,,,,LEAD_PERF,0,90.32,139.2,1477431168,25.45,14.39,50.27,1188723968,57841000,5.19,67.16,56.77,9.07,4.87,6.49,5.47,0.502,69.72,1.22,87197000,-0.28,Success
BSKP.SW,Basler Kantonalbank,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,16.6,0.7,6.93,8.97,LAG_PERF,2,67.59,80.2,408997536,15.79,0.74,22.02,673571008,191712992,28.02,0,4.29,0.35,28.46,,5.08,0.094,,,,-1.42,Success
BSLN.SW,Basilea Pharmaceutica AG,CHF,12/31/24,Biotechnology,Healthcare,Switzerland,36.08,,,,LEAD_PERF,0,42.85,48.1,590113088,8.78,5.73,7.24,236210000,72658000,23.45,46.39,121.15,21.88,30.76,33.05,5.48,0.62,93.83,6.32,79499000,32.3,Success
BVZN.SW,BVZ Holding AG,CHF,12/31/24,Railroads,Industrials,Switzerland,,,,,,,853.25,1050,207141904,8.33,0.86,16.02,212237648,24869702,16.36,34.21,10.52,3.24,11.72,32.82,126.11,0.205,147.52,1.85,54029472,1.2,Success
CALN.SW,CALIDA Holding AG,CHF,12/31/24,Apparel Manufacturing,Consumer Cyclical,Switzerland,14.61,1.36,8.25,5,LAG_PERF,0,22.05,13.66,95462264,,1.08,-50.74,222208000,-534000,-0.73,73.46,-0.45,1.09,6.82,4.05,-0.11,0.617,36.42,1.58,17641000,-10.06,Success
CFT.SW,Compagnie Financière Tradition SA,CHF,12/31/24,Capital Markets,Financial Services,Switzerland,35.67,,,,LEAD_PERF,0,185.54,287,2198631680,18.35,4.89,84.91,1085879040,125786000,14.52,100,28.79,8.58,11.58,,15.64,0.167,75.04,1.27,143591008,7.05,Success
CICN.SW,Cicor Technologies Ltd.,CHF,12/31/24,Electronic Components,Technology,Switzerland,15.44,,,,LAG_PERF,0,59.2,192.5,839298816,36.32,5.62,264.81,530284000,23845000,5.49,48.59,16.98,5.24,4.5,11.24,5.3,0.364,81.51,1.55,63811000,23.33,Success
CIE.SW,Compagnie Internationale pour la Communication,CHF,12/31/24,N/A,N/A,N/A,,,,,,,0.79,0.161,104650,,-0.01,,,,,,,,,,,,,,,,Success
CLTN.SW,COLTENE Holding AG,CHF,12/31/24,Medical Instruments & Supplies,Healthcare,Switzerland,22.85,,,,AVG_PERF,0,48.58,45.5,271880288,18.96,3.01,-11.51,240708992,14314000,6.38,66.11,15.03,7.29,5.95,11.14,2.4,0.734,56.4,1.47,13679000,3.06,Success
CMBN.SW,Cembra Money Bank AG,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,11.22,0.14,6.2,4.88,LAG_PERF,0,82.57,89.25,2614497280,14.63,2.1,13.01,479432992,179278000,46.03,0,14.6,2.21,37.39,,6.1,0.248,,,159906000,6.74,Success
BYS.SW,Bystronic AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,34.84,,,,LEAD_PERF,1,327.71,283,584491776,,0.92,-13.72,622000000,-59700000,-2.63,56.88,-9.18,-2.07,-9.6,-2.83,-28.81,1.138,0.28,2.8,14400000,-30.3,Success
COTN.SW,Comet Holding AG,CHF,12/31/24,Scientific & Technical Instruments,Technology,Switzerland,9.88,,,,LAG_PERF,0,256.12,190.4,1480163072,37.93,4.81,-26.48,483200992,38922000,4.39,42.37,12.82,5.79,8.05,12.39,5.02,1.742,30.3,1.9,50654000,12.05,Success
CPHN.SW,CPH Group AG,CHF,12/31/24,Paper & Paper Products,Basic Materials,Switzerland,,,,,,,79.58,70.6,423162272,13.93,2.14,1.43,322342016,30426000,12.45,44.47,15.32,6.63,9.44,16.28,5.07,0.167,28.18,1.64,26646000,-28.23,Success
DESN.SW,Dottikon ES Holding AG,CHF,12/31/24,Chemicals,Basic Materials,Switzerland,25.64,,,,AVG_PERF,0,219,304.5,4206969600,39.86,4.24,24.11,392680000,105578000,36.77,64.38,11.24,6.02,26.89,36.7,7.64,1.384,13.1,2.67,95667000,18.07,Success
AVOL.SW,Avolta AG,CHF,12/31/24,Specialty Retail,Consumer Cyclical,Switzerland,14.04,2.84,6.39,4.81,LAG_PERF,1,35.34,41.32,5996593152,51.65,3.21,21.23,13996000256,118000000,7.14,62.78,12.14,3.9,0.84,11.96,0.8,1.449,599.85,0.77,2828999936,7.31,Success
EFGN.SW,EFG International AG,CHF,12/31/24,Banks - Diversified,Financial Services,Switzerland,18.58,,,,LAG_PERF,2,12.63,15.72,4706277888,13.67,2.03,35.83,1547200000,361200000,29.33,0,16.57,0.96,24.56,,1.15,0.234,,,-4749700096,4.75,Success
ESUN.SW,Edisun Power Europe AG,CHF,12/31/24,Utilities - Renewable,Utilities,Switzerland,,,,,,,41.8,51.6,59181636,41.95,0.57,14.54,50890000,1130000,20.95,42.37,1.09,1.65,2.22,31.03,1.23,0.802,227.25,15.53,3469000,194.96,Success
FORN.SW,Forbo Holding AG,CHF,12/31/24,Building Products & Equipment,Industrials,Switzerland,26.56,,,,AVG_PERF,1,727.49,721,1017044736,12.69,1.67,-18.94,1098599936,80100000,7.84,33.82,13.28,6.62,7.29,11.85,56.8,0.732,9.63,2.58,99400000,-4.53,Success
FTON.SW,Feintool International Holding AG,CHF,12/31/24,Specialty Industrial Machinery,Industrials,Switzerland,17.7,3.88,5.36,8.46,LAG_PERF,0,13.65,9.4,138418448,,0.32,-46.24,664067008,-46508000,-0.58,44.82,-9.99,-3.34,-7,1.38,-3.16,0.826,31.03,1.46,60820000,-15.11,Success
GAV.SW,Carlo Gavazzi Holding AG,CHF,12/31/24,Electrical Equipment & Parts,Industrials,Switzerland,,,,,,,192,158,112292176,27.62,0.83,-29.78,130485000,4063000,5.44,54.68,2.96,2.43,3.11,7.32,5.72,0.566,5.09,4.82,19596000,-24.23,Success
GMI.SW,Groupe Minoteries SA,CHF,12/31/24,Farm Products,Consumer Defensive,Switzerland,,,,,,,259.64,222,73260000,13.74,0.63,-6.72,142999008,5334000,4.03,30.41,4.64,2.29,3.73,7.34,16.16,-0.078,15.48,3.73,8206000,-2.12,Success
GRKP.SW,Graubündner Kantonalbank,CHF,12/31/24,Banks - Regional,Financial Services,Switzerland,25.52,,,,AVG_PERF,0,1733.03,1725,1277343488,6.31,1.46,-3.36,518600992,202607008,48.21,0,7.23,0.64,39.07,,273.59,0.009,,,,1.88,Success
GURN.SW,Gurit Holding AG,CHF,12/31/24,Specialty Chemicals,Basic Materials,Switzerland,30.56,,,,LEAD_PERF,0,14.5,10.96,51274804,,1.14,-47.31,382881984,-96081000,5.77,18.86,-149.2,6.29,-25.09,10.27,-20.54,1.485,201.93,1.65,-1622000,-6.12,Success
HBLN.SW,Hypothekarbank Lenzburg AG,CHF,12/31/24,Mortgage Finance,Financial Services,Switzerland,,,,,,,3920.59,3980,285939136,15.19,0.49,-0.99,124427000,18801000,6.12,0,3.35,0.25,15.11,,262.1,0.053,,,,0.62,Success
